urevent,role,group,Subject,meanamplitude,interval,area,MMN
421,standard,EE,5,-5.077055931,8,T,0
422,dev1,EE,5,-14.53426361,8,T,-9.457207679
447,standard,EE,5,-19.52631187,8,T,0
448,dev1,EE,5,-29.2369976,8,T,-9.71068573
460,dev1,EE,5,-14.55031109,8,T,0
471,standard,EE,5,-10.37088203,8,T,0
472,dev1,EE,5,-13.06511879,8,T,-2.69423676
473,standard,EE,5,-6.956958294,8,T,0
478,dev1,EE,5,-44.57495499,8,T,-37.6179967
519,standard,EE,5,-21.10249138,8,T,0
530,dev1,EE,5,-38.50287628,8,T,-17.4003849
573,standard,EE,5,-20.14573288,8,T,0
582,dev1,EE,5,-18.67576218,8,T,1.4699707
608,dev1,EE,5,-9.858002663,8,T,0
611,standard,EE,5,-18.68859482,8,T,0
612,dev1,EE,5,-10.67130852,8,T,8.0172863
622,dev1,EE,5,2.752055645,8,T,0
635,standard,EE,5,-32.24567413,8,T,0
636,dev1,EE,5,-5.241314888,8,T,27.00435924
651,standard,EE,5,10.89442253,8,T,0
652,dev1,EE,5,-5.709240913,8,T,-16.60366344
685,standard,EE,5,-34.49369431,8,T,0
686,dev1,EE,5,-23.03759575,8,T,11.45609856
710,dev1,EE,5,11.71676922,8,T,0
752,dev1,EE,6,-2.348725557,8,T,0
757,standard,EE,6,-10.09157372,8,T,0
758,dev1,EE,6,-22.64039803,8,T,-12.54882431
763,standard,EE,6,-1.250336766,8,T,0
764,dev1,EE,6,-3.944717169,8,T,-2.694380403
769,standard,EE,6,-4.571575642,8,T,0
770,dev1,EE,6,26.05076981,8,T,30.62234545
776,dev1,EE,6,-0.910742462,8,T,0
781,standard,EE,6,4.639766216,8,T,0
782,dev1,EE,6,3.915374756,8,T,-0.72439146
789,standard,EE,6,0.387504816,8,T,0
790,dev1,EE,6,3.368725061,8,T,2.981220245
797,standard,EE,6,-12.06578732,8,T,0
798,dev1,EE,6,1.998793602,8,T,14.06458092
803,standard,EE,6,4.403672695,8,T,0
804,dev1,EE,6,-8.960858345,8,T,-13.36453104
809,standard,EE,6,-25.56216049,8,T,0
810,dev1,EE,6,-18.69041824,8,T,6.87174225
815,standard,EE,6,-15.23821449,8,T,0
816,dev1,EE,6,0.017322507,8,T,15.255537
821,standard,EE,6,-1.891550422,8,T,0
822,dev1,EE,6,1.884804606,8,T,3.776355028
833,standard,EE,6,-9.153212547,8,T,0
834,dev1,EE,6,0.04050767,8,T,9.193720217
840,dev1,EE,6,5.100974083,8,T,0
843,standard,EE,6,-6.285161495,8,T,0
844,dev1,EE,6,-14.58416271,8,T,-8.299001215
847,standard,EE,6,-6.206405163,8,T,0
848,dev1,EE,6,-9.016813278,8,T,-2.810408115
853,standard,EE,6,4.678583622,8,T,0
854,dev1,EE,6,1.80160439,8,T,-2.876979232
859,standard,EE,6,2.004011631,8,T,0
860,dev1,EE,6,0.081858993,8,T,-1.922152638
867,standard,EE,6,-4.138259411,8,T,0
868,dev1,EE,6,-13.43242836,8,T,-9.294168949
875,standard,EE,6,-3.628120422,8,T,0
876,dev1,EE,6,-6.063690662,8,T,-2.43557024
879,standard,EE,6,-4.378172398,8,T,0
880,dev1,EE,6,1.962445378,8,T,6.340617776
883,standard,EE,6,4.788002968,8,T,0
884,dev1,EE,6,-2.716125965,8,T,-7.504128933
893,standard,EE,6,3.150481462,8,T,0
894,dev1,EE,6,-3.460632563,8,T,-6.611114025
897,standard,EE,6,3.869342804,8,T,0
898,dev1,EE,6,-18.12034988,8,T,-21.98969268
901,standard,EE,6,-3.59688735,8,T,0
902,dev1,EE,6,3.360224009,8,T,6.957111359
909,standard,EE,6,-2.137397766,8,T,0
910,dev1,EE,6,-2.563205242,8,T,-0.425807476
913,standard,EE,6,10.67966175,8,T,0
914,dev1,EE,6,-1.256241441,8,T,-11.93590319
923,standard,EE,6,3.616418123,8,T,0
924,dev1,EE,6,-1.137563109,8,T,-4.753981232
927,standard,EE,6,11.46140289,8,T,0
928,dev1,EE,6,2.612123251,8,T,-8.849279639
935,standard,EE,6,-5.071984768,8,T,0
936,dev1,EE,6,9.437143326,8,T,14.50912809
941,standard,EE,6,1.063462853,8,T,0
942,dev1,EE,6,8.603349686,8,T,7.539886833
947,standard,EE,6,6.279415131,8,T,0
948,dev1,EE,6,4.652076721,8,T,-1.62733841
953,standard,EE,6,16.20170403,8,T,0
954,dev1,EE,6,-22.7120018,8,T,-38.91370583
957,standard,EE,6,17.84051895,8,T,0
958,dev1,EE,6,-3.945363283,8,T,-21.78588223
965,standard,EE,6,9.07036972,8,T,0
966,dev1,EE,6,-10.40148926,8,T,-19.47185898
971,standard,EE,6,-6.2737813,8,T,0
972,dev1,EE,6,1.905380368,8,T,8.179161668
977,standard,EE,6,0.031927008,8,T,0
978,dev1,EE,6,5.419415474,8,T,5.387488466
983,standard,EE,6,13.87803459,8,T,0
984,dev1,EE,6,-15.91292572,8,T,-29.79096031
987,standard,EE,6,-8.995132446,8,T,0
988,dev1,EE,6,14.64148712,8,T,23.63661957
995,standard,EE,6,3.137577295,8,T,0
996,dev1,EE,6,1.264995694,8,T,-1.872581601
1001,standard,EE,6,-15.54683399,8,T,0
1002,dev1,EE,6,-6.120131016,8,T,9.426702974
1005,standard,EE,6,-2.46421051,8,T,0
1006,dev1,EE,6,-0.880934596,8,T,1.583275914
1013,standard,EE,6,-12.5385828,8,T,0
1014,dev1,EE,6,-1.221879125,8,T,11.31670368
1019,standard,EE,6,2.248567581,8,T,0
1020,dev1,EE,6,8.436845779,8,T,6.188278198
1025,standard,EE,6,1.449517608,8,T,0
1026,dev1,EE,6,-4.010529041,8,T,-5.460046649
1029,standard,EE,6,-3.933937311,8,T,0
1030,dev1,EE,6,4.653517723,8,T,8.587455034
1037,standard,EE,6,20.06968689,8,T,0
1038,dev1,EE,6,-0.769280076,8,T,-20.83896697
1043,standard,EE,6,7.067476749,8,T,0
1044,dev1,EE,6,1.897177815,8,T,-5.170298934
1049,standard,EE,6,14.65487576,8,T,0
1050,dev1,EE,6,-3.661546707,8,T,-18.31642247
1055,standard,EE,6,6.967158794,8,T,0
1056,dev1,EE,6,-0.694608212,8,T,-7.661767006
1059,standard,EE,6,0.427164882,8,T,0
1060,dev1,EE,6,-2.274558067,8,T,-2.701722949
1063,standard,EE,6,-16.26078606,8,T,0
1064,dev1,EE,6,-7.296262264,8,T,8.964523796
1071,standard,EE,6,1.940044165,8,T,0
1072,dev1,EE,6,18.86149406,8,T,16.9214499
1075,standard,EE,6,7.729815006,8,T,0
1076,dev1,EE,6,-1.758094549,8,T,-9.487909555
1085,standard,EE,6,-1.975971222,8,T,0
1086,dev1,EE,6,6.159180164,8,T,8.135151386
1090,dev1,EE,6,-14.94613457,8,T,0
1093,standard,EE,6,-5.406147003,8,T,0
1094,dev1,EE,6,10.21275043,8,T,15.61889743
1103,standard,EE,6,-11.33518982,8,T,0
1104,dev1,EE,6,-10.82910633,8,T,0.50608349
1109,standard,EE,6,4.589477062,8,T,0
1110,dev1,EE,6,1.286945939,8,T,-3.302531123
1113,standard,EE,6,21.56362343,8,T,0
1114,dev1,EE,6,-10.81530094,8,T,-32.37892437
1121,standard,EE,6,1.65141499,8,T,0
1122,dev1,EE,6,17.26975441,8,T,15.61833942
1125,standard,EE,6,11.61538982,8,T,0
1126,dev1,EE,6,-0.717991769,8,T,-12.33338159
1133,standard,EE,6,4.875678062,8,T,0
1134,dev1,EE,6,-3.120955944,8,T,-7.996634006
1137,standard,EE,6,-8.933062553,8,T,0
1138,dev1,EE,6,-16.78172874,8,T,-7.848666187
1141,standard,EE,6,-6.264399529,8,T,0
1142,dev1,EE,6,-11.41918373,8,T,-5.154784201
1149,standard,EE,6,7.883510113,8,T,0
1150,dev1,EE,6,-15.3792944,8,T,-23.26280451
1155,standard,EE,6,4.852719784,8,T,0
1156,dev1,EE,6,7.256156921,8,T,2.403437137
1161,standard,EE,6,-0.851191223,8,T,0
1162,dev1,EE,6,-4.597303867,8,T,-3.746112644
1165,standard,EE,6,-1.259387136,8,T,0
1166,dev1,EE,6,5.94583416,8,T,7.205221296
1171,standard,EE,6,35.30029678,8,T,0
1172,dev1,EE,6,-2.052447557,8,T,-37.35274434
1179,standard,EE,6,18.76106453,8,T,0
1180,dev1,EE,6,-5.742106438,8,T,-24.50317097
1183,standard,EE,6,-12.48627377,8,T,0
1184,dev1,EE,6,21.40053177,8,T,33.88680554
1189,standard,EE,6,-8.167689323,8,T,0
1190,dev1,EE,6,-5.777057648,8,T,2.390631675
1199,standard,EE,6,11.02611065,8,T,0
1200,dev1,EE,6,6.805691242,8,T,-4.220419408
1203,standard,EE,6,9.627868652,8,T,0
1204,dev1,EE,6,0.413140148,8,T,-9.214728504
1207,standard,EE,6,-6.447158337,8,T,0
1208,dev1,EE,6,7.677644253,8,T,14.12480259
1217,standard,EE,6,4.324593544,8,T,0
1218,dev1,EE,6,5.063120365,8,T,0.738526821
1223,standard,EE,6,-11.22417259,8,T,0
1224,dev1,EE,6,-13.96717358,8,T,-2.74300099
1227,standard,EE,6,2.579589128,8,T,0
1228,dev1,EE,6,-3.010766745,8,T,-5.590355873
1233,standard,EE,6,-16.98212433,8,T,0
1234,dev1,EE,6,-14.26475334,8,T,2.71737099
1237,standard,EE,6,12.14944744,8,T,0
1238,dev1,EE,6,-3.257694244,8,T,-15.40714168
1244,dev1,EE,6,-18.44187737,8,T,0
1254,dev1,EE,6,-1.743368983,8,T,0
1265,standard,EE,6,0.071661673,8,T,0
1266,dev1,EE,6,-23.73143196,8,T,-23.80309363
1271,standard,EE,6,-0.407672375,8,T,0
1272,dev1,EE,6,-4.77238369,8,T,-4.364711315
1275,standard,EE,6,-1.220177293,8,T,0
1276,dev1,EE,6,10.75940132,8,T,11.97957861
1279,standard,EE,6,-7.66707468,8,T,0
1280,dev1,EE,6,-3.102550745,8,T,4.564523935
1289,standard,EE,6,-6.97746563,8,T,0
1290,dev1,EE,6,-15.97107983,8,T,-8.9936142
1293,standard,EE,6,-10.48022556,8,T,0
1294,dev1,EE,6,-1.350653529,8,T,9.129572031
1297,standard,EE,6,3.057783127,8,T,0
1298,dev1,EE,6,-6.351662636,8,T,-9.409445763
1303,standard,EE,6,2.362795353,8,T,0
1304,dev1,EE,6,-5.188812733,8,T,-7.551608086
1309,standard,EE,6,10.17010307,8,T,0
1310,dev1,EE,6,14.9163456,8,T,4.74624253
1316,dev1,EE,6,-1.519402146,8,T,0
1325,standard,EE,6,-1.169225693,8,T,0
1326,dev1,EE,6,-5.645795345,8,T,-4.476569652
1333,standard,EE,6,-3.782773733,8,T,0
1334,dev1,EE,6,-1.505702257,8,T,2.277071476
1339,standard,EE,6,16.2582016,8,T,0
1340,dev1,EE,6,-6.956271648,8,T,-23.21447325
1349,standard,EE,6,7.509955406,8,T,0
1350,dev1,EE,6,9.202684402,8,T,1.692728996
1353,standard,EE,6,0.412869871,8,T,0
1354,dev1,EE,6,-2.873210907,8,T,-3.286080778
1357,standard,EE,6,8.943779945,8,T,0
1358,dev1,EE,6,0.972197831,8,T,-7.971582114
1365,standard,EE,6,-5.057501793,8,T,0
1366,dev1,EE,6,10.50673008,8,T,15.56423187
1369,standard,EE,6,29.12720108,8,T,0
1370,dev1,EE,6,2.873859882,8,T,-26.2533412
1377,standard,EE,6,10.97709751,8,T,0
1378,dev1,EE,6,9.242902756,8,T,-1.734194754
1381,standard,EE,6,0.503010392,8,T,0
1382,dev1,EE,6,4.193284035,8,T,3.690273643
1387,standard,EE,6,1.477214813,8,T,0
1388,dev1,EE,6,-0.371885926,8,T,-1.849100739
1393,standard,EE,6,-5.288877964,8,T,0
1394,dev1,EE,6,-3.316824675,8,T,1.972053289
1404,dev1,EE,6,5.364891052,8,T,0
1409,standard,EE,6,-0.031734057,8,T,0
1410,dev1,EE,6,1.089930415,8,T,1.121664472
1415,standard,EE,6,7.163968563,8,T,0
1416,dev1,EE,6,-8.084248543,8,T,-15.24821711
1417,standard,EE,6,6.994650364,8,T,0
1420,dev1,EE,6,-11.23555851,8,T,-18.23020887
1427,standard,EE,6,5.559766293,8,T,0
1428,dev1,EE,6,5.278591156,8,T,-0.281175137
1433,standard,EE,6,-17.78003311,8,T,0
1434,dev1,EE,6,-0.971871793,8,T,16.80816132
1437,standard,EE,6,1.700667024,8,T,0
1438,dev1,EE,6,-12.32740498,8,T,-14.028072
1441,standard,EE,6,15.76814079,8,T,0
1442,dev1,EE,6,-14.00126362,8,T,-29.76940441
1449,standard,EE,6,-5.183106422,8,T,0
1450,dev1,EE,6,6.78320694,8,T,11.96631336
1457,standard,EE,6,-1.783885121,8,T,0
1458,dev1,EE,6,-7.961464882,8,T,-6.177579761
1463,standard,EE,6,-9.927306175,8,T,0
1464,dev1,EE,6,-8.005480766,8,T,1.921825409
1467,standard,EE,6,0.364255637,8,T,0
1468,dev1,EE,6,0.387290865,8,T,0.023035228
1504,dev1,EE,7,-3.290685415,8,T,0
1505,standard,EE,7,1.248144507,8,T,0
1510,dev1,EE,7,4.159516335,8,T,2.911371828
1529,standard,EE,7,-3.936632156,8,T,0
1530,dev1,EE,7,10.30449867,8,T,14.24113083
1549,standard,EE,7,-7.718326569,8,T,0
1550,dev1,EE,7,2.213099241,8,T,9.93142581
1551,standard,EE,7,19.31250191,8,T,0
1556,dev1,EE,7,2.554604292,8,T,-16.75789762
1587,standard,EE,7,-11.18020439,8,T,0
1588,dev1,EE,7,-6.527132988,8,T,4.653071402
1618,dev1,EE,7,-4.560771942,8,T,0
1623,standard,EE,7,-2.302625418,8,T,0
1624,dev1,EE,7,-13.83693409,8,T,-11.53430867
1634,dev1,EE,7,5.367278576,8,T,0
1639,standard,EE,7,-8.934699059,8,T,0
1640,dev1,EE,7,-2.815876245,8,T,6.118822814
1641,standard,EE,7,1.651502371,8,T,0
1644,dev1,EE,7,-10.71799755,8,T,-12.36949992
1666,dev1,EE,7,19.23469543,8,T,0
1669,standard,EE,7,0.865994155,8,T,0
1670,dev1,EE,7,-21.85217094,8,T,-22.7181651
1679,standard,EE,7,-2.262165546,8,T,0
1680,dev1,EE,7,-9.333102226,8,T,-7.07093668
1686,dev1,EE,7,3.533523083,8,T,0
1692,dev1,EE,7,-14.88704777,8,T,0
1702,dev1,EE,7,-19.10627365,8,T,0
1802,dev1,EE,7,9.475991249,8,T,0
1809,standard,EE,7,-3.802979946,8,T,0
1818,dev1,EE,7,-13.22297192,8,T,-9.419991974
1836,dev1,EE,7,0.404976994,8,T,0
1843,standard,EE,7,28.68621635,8,T,0
1844,dev1,EE,7,0.650170743,8,T,-28.03604561
1863,standard,EE,7,12.44043159,8,T,0
1864,dev1,EE,7,-3.045164824,8,T,-15.48559641
1868,dev1,EE,7,17.80054855,8,T,0
1871,standard,EE,7,24.06027603,8,T,0
1878,dev1,EE,7,11.38478947,8,T,-12.67548656
1887,standard,EE,7,12.85871696,8,T,0
1888,dev1,EE,7,-5.288384438,8,T,-18.1471014
1899,standard,EE,7,6.371572018,8,T,0
1900,dev1,EE,7,15.35228252,8,T,8.980710502
1906,dev1,EE,7,-10.48025227,8,T,0
1909,standard,EE,7,-2.50845933,8,T,0
1912,dev1,EE,7,15.61436176,8,T,18.12282109
1948,dev1,EE,7,-6.966921806,8,T,0
1973,standard,EE,7,-13.70383739,8,T,0
1976,dev1,EE,7,19.63566589,8,T,33.33950328
1981,standard,EE,7,3.778241396,8,T,0
1982,dev1,EE,7,-8.640519142,8,T,-12.41876054
1985,standard,EE,7,-4.729629993,8,T,0
1986,dev1,EE,7,-5.160600185,8,T,-0.430970192
1994,dev1,EE,7,25.49761009,8,T,0
1997,standard,EE,7,-13.28335667,8,T,0
1998,dev1,EE,7,-12.93640423,8,T,0.34695244
2008,dev1,EE,7,-1.607380152,8,T,0
2019,standard,EE,7,-1.430666685,8,T,0
2020,dev1,EE,7,-16.86846542,8,T,-15.43779874
2024,dev1,EE,7,8.945051193,8,T,0
2037,standard,EE,7,7.079452038,8,T,0
2038,dev1,EE,7,14.25371456,8,T,7.174262522
2044,dev1,EE,7,-22.07795906,8,T,0
2045,standard,EE,7,-9.255620003,8,T,0
2050,dev1,EE,7,-4.163883686,8,T,5.091736317
2063,standard,EE,7,3.754429579,8,T,0
2064,dev1,EE,7,10.05124474,8,T,6.296815161
2091,standard,EE,7,-8.555283546,8,T,0
2092,dev1,EE,7,0.518651843,8,T,9.073935389
2102,dev1,EE,7,13.38680458,8,T,0
2127,standard,EE,7,-2.065135479,8,T,0
2128,dev1,EE,7,2.715975046,8,T,4.781110525
2132,dev1,EE,7,-20.61774635,8,T,0
2149,standard,EE,7,-1.825677752,8,T,0
2158,dev1,EE,7,-6.342209339,8,T,-4.516531587
2190,dev1,EE,7,9.185072899,8,T,0
2201,standard,EE,7,-11.05008507,8,T,0
2202,dev1,EE,7,-25.77748108,8,T,-14.72739601
2227,standard,EE,8,-6.403118134,8,T,0
2228,dev1,EE,8,-3.807099104,8,T,2.59601903
2233,standard,EE,8,16.27130127,8,T,0
2234,dev1,EE,8,1.246642232,8,T,-15.02465904
2239,standard,EE,8,0.646554112,8,T,0
2240,dev1,EE,8,-5.475023746,8,T,-6.121577858
2245,standard,EE,8,-0.802787304,8,T,0
2246,dev1,EE,8,-0.116866246,8,T,0.685921058
2249,standard,EE,8,1.5332762,8,T,0
2250,dev1,EE,8,10.00810432,8,T,8.47482812
2253,standard,EE,8,8.227163315,8,T,0
2254,dev1,EE,8,6.128004551,8,T,-2.099158764
2263,standard,EE,8,19.18564796,8,T,0
2264,dev1,EE,8,0.816940665,8,T,-18.3687073
2267,standard,EE,8,9.746782303,8,T,0
2268,dev1,EE,8,14.5646162,8,T,4.817833897
2271,standard,EE,8,-10.33149433,8,T,0
2272,dev1,EE,8,-3.407694101,8,T,6.923800229
2277,standard,EE,8,3.070738554,8,T,0
2278,dev1,EE,8,-10.53805828,8,T,-13.60879683
2285,standard,EE,8,2.611835241,8,T,0
2286,dev1,EE,8,-25.75567818,8,T,-28.36751342
2291,standard,EE,8,-7.172473431,8,T,0
2292,dev1,EE,8,-19.14195633,8,T,-11.9694829
2295,standard,EE,8,-2.685522795,8,T,0
2296,dev1,EE,8,-6.855760098,8,T,-4.170237303
2301,standard,EE,8,-0.713632941,8,T,0
2302,dev1,EE,8,10.59497261,8,T,11.30860555
2307,standard,EE,8,-0.1883059,8,T,0
2308,dev1,EE,8,-32.80154037,8,T,-32.61323447
2315,standard,EE,8,-0.333930165,8,T,0
2316,dev1,EE,8,15.19201183,8,T,15.525942
2319,standard,EE,8,-4.348553181,8,T,0
2320,dev1,EE,8,3.784792662,8,T,8.133345843
2333,standard,EE,8,-8.790204048,8,T,0
2334,dev1,EE,8,0.810633838,8,T,9.600837886
2337,standard,EE,8,12.83146572,8,T,0
2338,dev1,EE,8,9.83026886,8,T,-3.00119686
2347,standard,EE,8,-0.385427326,8,T,0
2348,dev1,EE,8,-16.51543236,8,T,-16.13000503
2353,standard,EE,8,-0.273837417,8,T,0
2354,dev1,EE,8,11.89364624,8,T,12.16748366
2357,standard,EE,8,6.007095337,8,T,0
2358,dev1,EE,8,-6.904983997,8,T,-12.91207933
2363,standard,EE,8,6.462637901,8,T,0
2364,dev1,EE,8,-0.572046757,8,T,-7.034684658
2367,standard,EE,8,3.371093273,8,T,0
2368,dev1,EE,8,-1.680402398,8,T,-5.051495671
2375,standard,EE,8,1.304598093,8,T,0
2376,dev1,EE,8,-4.028666973,8,T,-5.333265066
2383,standard,EE,8,3.900241375,8,T,0
2384,dev1,EE,8,-4.005053043,8,T,-7.905294418
2389,standard,EE,8,5.876037598,8,T,0
2390,dev1,EE,8,2.494416475,8,T,-3.381621123
2395,standard,EE,8,1.158698797,8,T,0
2396,dev1,EE,8,-6.270339966,8,T,-7.429038763
2399,standard,EE,8,-5.959348202,8,T,0
2400,dev1,EE,8,1.77963984,8,T,7.738988042
2403,standard,EE,8,0.381669194,8,T,0
2404,dev1,EE,8,-6.565711021,8,T,-6.947380215
2409,standard,EE,8,-1.933712125,8,T,0
2410,dev1,EE,8,-26.80436325,8,T,-24.87065113
2415,standard,EE,8,25.58521461,8,T,0
2416,dev1,EE,8,12.66117191,8,T,-12.9240427
2423,standard,EE,8,5.366829395,8,T,0
2424,dev1,EE,8,-14.34580421,8,T,-19.71263361
2431,standard,EE,8,-3.15186286,8,T,0
2432,dev1,EE,8,-9.549420357,8,T,-6.397557497
2437,standard,EE,8,2.53935647,8,T,0
2438,dev1,EE,8,13.419487,8,T,10.88013053
2443,standard,EE,8,0.301043481,8,T,0
2444,dev1,EE,8,12.32393932,8,T,12.02289584
2447,standard,EE,8,-3.235160351,8,T,0
2448,dev1,EE,8,-6.196704388,8,T,-2.961544037
2451,standard,EE,8,6.44234848,8,T,0
2452,dev1,EE,8,-0.567331016,8,T,-7.009679496
2457,standard,EE,8,4.911858082,8,T,0
2458,dev1,EE,8,3.095727921,8,T,-1.816130161
2463,standard,EE,8,24.15968704,8,T,0
2464,dev1,EE,8,6.001882076,8,T,-18.15780496
2469,standard,EE,8,0.168638125,8,T,0
2470,dev1,EE,8,8.383590698,8,T,8.214952573
2478,dev1,EE,8,3.429264784,8,T,0
2483,standard,EE,8,7.502798557,8,T,0
2484,dev1,EE,8,-14.6118145,8,T,-22.11461306
2489,standard,EE,8,-4.994549274,8,T,0
2490,dev1,EE,8,-7.835389137,8,T,-2.840839863
2493,standard,EE,8,-23.69742393,8,T,0
2494,dev1,EE,8,-20.63816261,8,T,3.05926132
2501,standard,EE,8,21.72546577,8,T,0
2502,dev1,EE,8,-17.32800865,8,T,-39.05347442
2505,standard,EE,8,-19.22871971,8,T,0
2506,dev1,EE,8,6.237371922,8,T,25.46609163
2513,standard,EE,8,-7.966386318,8,T,0
2514,dev1,EE,8,-13.95603657,8,T,-5.989650252
2519,standard,EE,8,8.343294144,8,T,0
2520,dev1,EE,8,0.999607682,8,T,-7.343686462
2527,standard,EE,8,-4.018922806,8,T,0
2528,dev1,EE,8,-6.825677395,8,T,-2.806754589
2531,standard,EE,8,7.285332203,8,T,0
2532,dev1,EE,8,-1.408491015,8,T,-8.693823218
2537,standard,EE,8,-11.11251354,8,T,0
2538,dev1,EE,8,10.63008022,8,T,21.74259376
2545,standard,EE,8,-13.31808662,8,T,0
2546,dev1,EE,8,-0.701082766,8,T,12.61700385
2549,standard,EE,8,-10.2018137,8,T,0
2550,dev1,EE,8,-5.231187344,8,T,4.970626356
2553,standard,EE,8,9.553204536,8,T,0
2554,dev1,EE,8,-17.40402794,8,T,-26.95723248
2559,standard,EE,8,-2.422503233,8,T,0
2560,dev1,EE,8,-6.298404694,8,T,-3.875901461
2565,standard,EE,8,-11.30718136,8,T,0
2566,dev1,EE,8,-8.524889946,8,T,2.782291414
2571,standard,EE,8,-12.17110538,8,T,0
2572,dev1,EE,8,6.196990967,8,T,18.36809635
2577,standard,EE,8,-12.58309078,8,T,0
2578,dev1,EE,8,-4.004548073,8,T,8.578542707
2585,standard,EE,8,-0.825386107,8,T,0
2586,dev1,EE,8,16.7829895,8,T,17.60837561
2589,standard,EE,8,2.265643597,8,T,0
2590,dev1,EE,8,5.373342037,8,T,3.10769844
2595,standard,EE,8,-15.84568024,8,T,0
2596,dev1,EE,8,-4.127390385,8,T,11.71828986
2603,standard,EE,8,-2.634383678,8,T,0
2604,dev1,EE,8,-7.905107021,8,T,-5.270723343
2609,standard,EE,8,18.71039963,8,T,0
2610,dev1,EE,8,3.400463104,8,T,-15.30993653
2613,standard,EE,8,-13.79657078,8,T,0
2614,dev1,EE,8,15.68553829,8,T,29.48210907
2623,standard,EE,8,-5.415127277,8,T,0
2624,dev1,EE,8,6.938830376,8,T,12.35395765
2627,standard,EE,8,-2.466789722,8,T,0
2628,dev1,EE,8,5.561340809,8,T,8.028130531
2632,dev1,EE,8,13.15355396,8,T,0
2637,standard,EE,8,-12.38157082,8,T,0
2638,dev1,EE,8,10.87940025,8,T,23.26097107
2643,standard,EE,8,-10.83566093,8,T,0
2644,dev1,EE,8,0.46480149,8,T,11.30046242
2653,standard,EE,8,14.89197636,8,T,0
2654,dev1,EE,8,4.586270809,8,T,-10.30570555
2659,standard,EE,8,4.179297924,8,T,0
2660,dev1,EE,8,-1.327448845,8,T,-5.506746769
2663,standard,EE,8,3.26776433,8,T,0
2664,dev1,EE,8,4.511790276,8,T,1.244025946
2667,standard,EE,8,10.03501415,8,T,0
2668,dev1,EE,8,3.322830915,8,T,-6.712183235
2675,standard,EE,8,-5.206993103,8,T,0
2676,dev1,EE,8,0.920465052,8,T,6.127458155
2683,standard,EE,8,6.272377014,8,T,0
2684,dev1,EE,8,-18.43292236,8,T,-24.70529937
2689,standard,EE,8,-0.986452639,8,T,0
2690,dev1,EE,8,-0.933462679,8,T,0.05298996
2695,standard,EE,8,5.35569334,8,T,0
2696,dev1,EE,8,4.833263874,8,T,-0.522429466
2701,standard,EE,8,-14.74970341,8,T,0
2702,dev1,EE,8,-0.084348902,8,T,14.66535451
2707,standard,EE,8,-0.625218928,8,T,0
2708,dev1,EE,8,-8.180490494,8,T,-7.555271566
2711,standard,EE,8,-14.35585022,8,T,0
2712,dev1,EE,8,-20.83727837,8,T,-6.48142815
2715,standard,EE,8,2.678165913,8,T,0
2716,dev1,EE,8,-7.178470135,8,T,-9.856636048
2723,standard,EE,8,12.28587627,8,T,0
2724,dev1,EE,8,-1.638114095,8,T,-13.92399037
2727,standard,EE,8,1.097267866,8,T,0
2728,dev1,EE,8,3.726050615,8,T,2.628782749
2733,standard,EE,8,7.358547688,8,T,0
2734,dev1,EE,8,0.43925333,8,T,-6.919294358
2743,standard,EE,8,12.11548519,8,T,0
2744,dev1,EE,8,-1.028541923,8,T,-13.14402711
2749,standard,EE,8,15.02670193,8,T,0
2750,dev1,EE,8,-8.901518822,8,T,-23.92822075
2753,standard,EE,8,9.500785828,8,T,0
2754,dev1,EE,8,-0.376700133,8,T,-9.877485961
2759,standard,EE,8,2.016536474,8,T,0
2760,dev1,EE,8,-1.747569442,8,T,-3.764105916
2768,dev1,EE,8,11.14576817,8,T,0
2771,standard,EE,8,5.332344532,8,T,0
2772,dev1,EE,8,-4.164899826,8,T,-9.497244358
2775,standard,EE,8,-18.40666771,8,T,0
2776,dev1,EE,8,0.722078204,8,T,19.12874591
2781,standard,EE,8,16.12755013,8,T,0
2782,dev1,EE,8,-17.76562691,8,T,-33.89317704
2787,standard,EE,8,1.520938516,8,T,0
2788,dev1,EE,8,-7.849535465,8,T,-9.370473981
2795,standard,EE,8,-6.779959202,8,T,0
2796,dev1,EE,8,-10.97710991,8,T,-4.197150708
2801,standard,EE,8,2.053906202,8,T,0
2802,dev1,EE,8,4.330168247,8,T,2.276262045
2805,standard,EE,8,-2.191139698,8,T,0
2806,dev1,EE,8,7.163470745,8,T,9.354610443
2813,standard,EE,8,-13.69365692,8,T,0
2814,dev1,EE,8,2.941624165,8,T,16.63528109
2821,standard,EE,8,-6.248078346,8,T,0
2822,dev1,EE,8,5.602911472,8,T,11.85098982
2827,standard,EE,8,-14.02566242,8,T,0
2828,dev1,EE,8,-1.266492844,8,T,12.75916958
2833,standard,EE,8,7.600625515,8,T,0
2834,dev1,EE,8,3.721318722,8,T,-3.879306793
2837,standard,EE,8,-5.012465954,8,T,0
2838,dev1,EE,8,-21.23893166,8,T,-16.22646571
2845,standard,EE,8,11.73519039,8,T,0
2846,dev1,EE,8,9.950884819,8,T,-1.784305571
2851,standard,EE,8,16.48715401,8,T,0
2852,dev1,EE,8,-16.0976696,8,T,-32.58482361
2863,standard,EE,8,18.85722733,8,T,0
2864,dev1,EE,8,5.760946751,8,T,-13.09628058
2875,standard,EE,8,10.97500896,8,T,0
2876,dev1,EE,8,16.86108208,8,T,5.88607312
2881,standard,EE,8,9.772180557,8,T,0
