Subject,Item,Condition,ReactionTime,Accuracy,Cloze,Assoc
S12,I033,B,5546,1,1.0,2.6
S12,I033,B,5546,1,1.0,2.6
S17,I033,B,654,1,1.0,2.6
S17,I033,B,654,1,1.0,2.6
S17,I033,B,654,1,1.0,2.6
S17,I033,B,654,1,1.0,2.6
S17,I033,B,654,1,1.0,2.6
S18,I033,B,747,1,1.0,2.6
S18,I033,B,747,1,1.0,2.6
S18,I033,B,747,1,1.0,2.6
S18,I033,B,747,1,1.0,2.6
S18,I033,B,747,1,1.0,2.6
S20,I033,B,1406,1,1.0,2.6
S20,I033,B,1406,1,1.0,2.6
S20,I033,B,1406,1,1.0,2.6
S20,I033,B,1406,1,1.0,2.6
S20,I033,B,1406,1,1.0,2.6
S23,I033,B,1734,1,1.0,2.6
S23,I033,B,1734,1,1.0,2.6
S23,I033,B,1734,1,1.0,2.6
S23,I033,B,1734,1,1.0,2.6
S23,I033,B,1734,1,1.0,2.6
S27,I033,B,831,1,1.0,2.6
S27,I033,B,831,1,1.0,2.6
S27,I033,B,831,1,1.0,2.6
S27,I033,B,831,1,1.0,2.6
S27,I033,B,831,1,1.0,2.6
S34,I033,B,648,0,1.0,2.6
S34,I033,B,648,0,1.0,2.6
S34,I033,B,648,0,1.0,2.6
S34,I033,B,648,0,1.0,2.6
S34,I033,B,648,0,1.0,2.6
S37,I033,B,1254,1,1.0,2.6
S37,I033,B,1254,1,1.0,2.6
S37,I033,B,1254,1,1.0,2.6
S37,I033,B,1254,1,1.0,2.6
S37,I033,B,1254,1,1.0,2.6
S39,I033,B,1477,1,1.0,2.6
S39,I033,B,1477,1,1.0,2.6
S39,I033,B,1477,1,1.0,2.6
S39,I033,B,1477,1,1.0,2.6
S39,I033,B,1477,1,1.0,2.6
S48,I033,B,771,1,1.0,2.6
S48,I033,B,771,1,1.0,2.6
S48,I033,B,771,1,1.0,2.6
S48,I033,B,771,1,1.0,2.6
S48,I033,B,771,1,1.0,2.6
S01,I033,C,692,1,0.0,4.05
S01,I033,C,692,1,0.0,4.05
S01,I033,C,692,1,0.0,4.05
S01,I033,C,692,1,0.0,4.05
S01,I033,C,692,1,0.0,4.05
S10,I033,C,550,1,0.0,4.05
S10,I033,C,550,1,0.0,4.05
S10,I033,C,550,1,0.0,4.05
S10,I033,C,550,1,0.0,4.05
S10,I033,C,550,1,0.0,4.05
S11,I033,C,1383,1,0.0,4.05
S11,I033,C,1383,1,0.0,4.05
S11,I033,C,1383,1,0.0,4.05
S11,I033,C,1383,1,0.0,4.05
S11,I033,C,1383,1,0.0,4.05
S16,I033,C,2203,1,0.0,4.05
S16,I033,C,2203,1,0.0,4.05
S16,I033,C,2203,1,0.0,4.05
S16,I033,C,2203,1,0.0,4.05
S16,I033,C,2203,1,0.0,4.05
S22,I033,C,1260,0,0.0,4.05
S22,I033,C,1260,0,0.0,4.05
S22,I033,C,1260,0,0.0,4.05
S22,I033,C,1260,0,0.0,4.05
S22,I033,C,1260,0,0.0,4.05
S25,I033,C,932,0,0.0,4.05
S25,I033,C,932,0,0.0,4.05
S25,I033,C,932,0,0.0,4.05
S25,I033,C,932,0,0.0,4.05
S25,I033,C,932,0,0.0,4.05
S29,I033,C,855,1,0.0,4.05
S29,I033,C,855,1,0.0,4.05
S29,I033,C,855,1,0.0,4.05
S29,I033,C,855,1,0.0,4.05
S29,I033,C,855,1,0.0,4.05
S36,I033,C,636,0,0.0,4.05
S36,I033,C,636,0,0.0,4.05
S36,I033,C,636,0,0.0,4.05
S36,I033,C,636,0,0.0,4.05
S36,I033,C,636,0,0.0,4.05
S38,I033,C,1253,1,0.0,4.05
S38,I033,C,1253,1,0.0,4.05
S38,I033,C,1253,1,0.0,4.05
S38,I033,C,1253,1,0.0,4.05
S38,I033,C,1253,1,0.0,4.05
S44,I033,C,2182,0,0.0,4.05
S44,I033,C,2182,0,0.0,4.05
S44,I033,C,2182,0,0.0,4.05
S44,I033,C,2182,0,0.0,4.05
S44,I033,C,2182,0,0.0,4.05
S45,I033,C,1224,1,0.0,4.05
S45,I033,C,1224,1,0.0,4.05
S45,I033,C,1224,1,0.0,4.05
S45,I033,C,1224,1,0.0,4.05
S45,I033,C,1224,1,0.0,4.05
S52,I033,C,3446,0,0.0,4.05
S52,I033,C,3446,0,0.0,4.05
S52,I033,C,3446,0,0.0,4.05
S52,I033,C,3446,0,0.0,4.05
S52,I033,C,3446,0,0.0,4.05
S05,I033,D,1797,1,0.0,2.6
S05,I033,D,1797,1,0.0,2.6
S05,I033,D,1797,1,0.0,2.6
S05,I033,D,1797,1,0.0,2.6
S05,I033,D,1797,1,0.0,2.6
S09,I033,D,1700,1,0.0,2.6
S09,I033,D,1700,1,0.0,2.6
S09,I033,D,1700,1,0.0,2.6
S09,I033,D,1700,1,0.0,2.6
S09,I033,D,1700,1,0.0,2.6
S14,I033,D,874,0,0.0,2.6
S14,I033,D,874,0,0.0,2.6
S14,I033,D,874,0,0.0,2.6
S14,I033,D,874,0,0.0,2.6
S14,I033,D,874,0,0.0,2.6
S21,I033,D,678,0,0.0,2.6
S21,I033,D,678,0,0.0,2.6
S21,I033,D,678,0,0.0,2.6
S21,I033,D,678,0,0.0,2.6
S21,I033,D,678,0,0.0,2.6
S24,I033,D,1475,1,0.0,2.6
S24,I033,D,1475,1,0.0,2.6
S24,I033,D,1475,1,0.0,2.6
S24,I033,D,1475,1,0.0,2.6
S24,I033,D,1475,1,0.0,2.6
S26,I033,D,1829,1,0.0,2.6
S26,I033,D,1829,1,0.0,2.6
S26,I033,D,1829,1,0.0,2.6
S26,I033,D,1829,1,0.0,2.6
S26,I033,D,1829,1,0.0,2.6
S30,I033,D,1200,1,0.0,2.6
S30,I033,D,1200,1,0.0,2.6
S30,I033,D,1200,1,0.0,2.6
S30,I033,D,1200,1,0.0,2.6
S30,I033,D,1200,1,0.0,2.6
S32,I033,D,940,1,0.0,2.6
S32,I033,D,940,1,0.0,2.6
S32,I033,D,940,1,0.0,2.6
S32,I033,D,940,1,0.0,2.6
S32,I033,D,940,1,0.0,2.6
S41,I033,D,6038,1,0.0,2.6
S41,I033,D,6038,1,0.0,2.6
S41,I033,D,6038,1,0.0,2.6
S41,I033,D,6038,1,0.0,2.6
S41,I033,D,6038,1,0.0,2.6
S43,I033,D,832,1,0.0,2.6
S43,I033,D,832,1,0.0,2.6
S43,I033,D,832,1,0.0,2.6
S43,I033,D,832,1,0.0,2.6
S43,I033,D,832,1,0.0,2.6
S47,I033,D,579,1,0.0,2.6
S47,I033,D,579,1,0.0,2.6
S47,I033,D,579,1,0.0,2.6
S47,I033,D,579,1,0.0,2.6
S47,I033,D,579,1,0.0,2.6
S55,I033,D,1038,1,0.0,2.6
S55,I033,D,1038,1,0.0,2.6
S55,I033,D,1038,1,0.0,2.6
S55,I033,D,1038,1,0.0,2.6
S55,I033,D,1038,1,0.0,2.6
S01,I034,A,766,1,0.75,4.8
S01,I034,A,766,1,0.75,4.8
S01,I034,A,766,1,0.75,4.8
S01,I034,A,766,1,0.75,4.8
S01,I034,A,766,1,0.75,4.8
S10,I034,A,594,1,0.75,4.8
S10,I034,A,594,1,0.75,4.8
S10,I034,A,594,1,0.75,4.8
S10,I034,A,594,1,0.75,4.8
S10,I034,A,594,1,0.75,4.8
S11,I034,A,809,1,0.75,4.8
S11,I034,A,809,1,0.75,4.8
S11,I034,A,809,1,0.75,4.8
S11,I034,A,809,1,0.75,4.8
S11,I034,A,809,1,0.75,4.8
S16,I034,A,545,1,0.75,4.8
S16,I034,A,545,1,0.75,4.8
S16,I034,A,545,1,0.75,4.8
S16,I034,A,545,1,0.75,4.8
S16,I034,A,545,1,0.75,4.8
S22,I034,A,2221,1,0.75,4.8
S22,I034,A,2221,1,0.75,4.8
S22,I034,A,2221,1,0.75,4.8
S22,I034,A,2221,1,0.75,4.8
S22,I034,A,2221,1,0.75,4.8
S25,I034,A,1109,1,0.75,4.8
S25,I034,A,1109,1,0.75,4.8
S25,I034,A,1109,1,0.75,4.8
S25,I034,A,1109,1,0.75,4.8
S25,I034,A,1109,1,0.75,4.8
S29,I034,A,2438,1,0.75,4.8
S29,I034,A,2438,1,0.75,4.8
S29,I034,A,2438,1,0.75,4.8
S29,I034,A,2438,1,0.75,4.8
S29,I034,A,2438,1,0.75,4.8
S36,I034,A,684,1,0.75,4.8
S36,I034,A,684,1,0.75,4.8
S36,I034,A,684,1,0.75,4.8
S36,I034,A,684,1,0.75,4.8
S36,I034,A,684,1,0.75,4.8
S38,I034,A,1220,1,0.75,4.8
S38,I034,A,1220,1,0.75,4.8
S38,I034,A,1220,1,0.75,4.8
S38,I034,A,1220,1,0.75,4.8
S38,I034,A,1220,1,0.75,4.8
S44,I034,A,3045,0,0.75,4.8
S44,I034,A,3045,0,0.75,4.8
S44,I034,A,3045,0,0.75,4.8
S44,I034,A,3045,0,0.75,4.8
S45,I034,A,1120,1,0.75,4.8
S45,I034,A,1120,1,0.75,4.8
S45,I034,A,1120,1,0.75,4.8
S45,I034,A,1120,1,0.75,4.8
S45,I034,A,1120,1,0.75,4.8
S52,I034,A,1917,1,0.75,4.8
S52,I034,A,1917,1,0.75,4.8
S52,I034,A,1917,1,0.75,4.8
S52,I034,A,1917,1,0.75,4.8
S52,I034,A,1917,1,0.75,4.8
S05,I034,B,2767,0,0.92,1.45
S05,I034,B,2767,0,0.92,1.45
S05,I034,B,2767,0,0.92,1.45
S05,I034,B,2767,0,0.92,1.45
S05,I034,B,2767,0,0.92,1.45
S09,I034,B,1240,1,0.92,1.45
S09,I034,B,1240,1,0.92,1.45
S09,I034,B,1240,1,0.92,1.45
S09,I034,B,1240,1,0.92,1.45
S09,I034,B,1240,1,0.92,1.45
S14,I034,B,966,1,0.92,1.45
S14,I034,B,966,1,0.92,1.45
S14,I034,B,966,1,0.92,1.45
S14,I034,B,966,1,0.92,1.45
S14,I034,B,966,1,0.92,1.45
S21,I034,B,903,1,0.92,1.45
S21,I034,B,903,1,0.92,1.45
S21,I034,B,903,1,0.92,1.45
S21,I034,B,903,1,0.92,1.45
S21,I034,B,903,1,0.92,1.45
S24,I034,B,660,1,0.92,1.45
S24,I034,B,660,1,0.92,1.45
S24,I034,B,660,1,0.92,1.45
S24,I034,B,660,1,0.92,1.45
S24,I034,B,660,1,0.92,1.45
S26,I034,B,1213,1,0.92,1.45
S26,I034,B,1213,1,0.92,1.45
S26,I034,B,1213,1,0.92,1.45
S26,I034,B,1213,1,0.92,1.45
S26,I034,B,1213,1,0.92,1.45
S30,I034,B,1784,1,0.92,1.45
S30,I034,B,1784,1,0.92,1.45
S30,I034,B,1784,1,0.92,1.45
S30,I034,B,1784,1,0.92,1.45
S30,I034,B,1784,1,0.92,1.45
S32,I034,B,2631,0,0.92,1.45
S32,I034,B,2631,0,0.92,1.45
S32,I034,B,2631,0,0.92,1.45
S32,I034,B,2631,0,0.92,1.45
S32,I034,B,2631,0,0.92,1.45
S43,I034,B,3292,1,0.92,1.45
S43,I034,B,3292,1,0.92,1.45
S43,I034,B,3292,1,0.92,1.45
S47,I034,B,503,1,0.92,1.45
S47,I034,B,503,1,0.92,1.45
S47,I034,B,503,1,0.92,1.45
S47,I034,B,503,1,0.92,1.45
S47,I034,B,503,1,0.92,1.45
S55,I034,B,1089,1,0.92,1.45
S55,I034,B,1089,1,0.92,1.45
S55,I034,B,1089,1,0.92,1.45
S55,I034,B,1089,1,0.92,1.45
S55,I034,B,1089,1,0.92,1.45
S02,I034,C,1927,0,0.0,4.8
S02,I034,C,1927,0,0.0,4.8
S02,I034,C,1927,0,0.0,4.8
S02,I034,C,1927,0,0.0,4.8
S02,I034,C,1927,0,0.0,4.8
S03,I034,C,3508,0,0.0,4.8
S03,I034,C,3508,0,0.0,4.8
S03,I034,C,3508,0,0.0,4.8
S03,I034,C,3508,0,0.0,4.8
S03,I034,C,3508,0,0.0,4.8
S04,I034,C,4589,0,0.0,4.8
S04,I034,C,4589,0,0.0,4.8
S04,I034,C,4589,0,0.0,4.8
S04,I034,C,4589,0,0.0,4.8
S04,I034,C,4589,0,0.0,4.8
S13,I034,C,765,1,0.0,4.8
S13,I034,C,765,1,0.0,4.8
S13,I034,C,765,1,0.0,4.8
S13,I034,C,765,1,0.0,4.8
S13,I034,C,765,1,0.0,4.8
S28,I034,C,671,1,0.0,4.8
S28,I034,C,671,1,0.0,4.8
S28,I034,C,671,1,0.0,4.8
S28,I034,C,671,1,0.0,4.8
S28,I034,C,671,1,0.0,4.8
S33,I034,C,1290,1,0.0,4.8
S33,I034,C,1290,1,0.0,4.8
S33,I034,C,1290,1,0.0,4.8
S33,I034,C,1290,1,0.0,4.8
S33,I034,C,1290,1,0.0,4.8
S35,I034,C,1341,1,0.0,4.8
S35,I034,C,1341,1,0.0,4.8
S35,I034,C,1341,1,0.0,4.8
S35,I034,C,1341,1,0.0,4.8
S35,I034,C,1341,1,0.0,4.8
S40,I034,C,647,1,0.0,4.8
S40,I034,C,647,1,0.0,4.8
S40,I034,C,647,1,0.0,4.8
S40,I034,C,647,1,0.0,4.8
S40,I034,C,647,1,0.0,4.8
S50,I034,C,855,1,0.0,4.8
S50,I034,C,855,1,0.0,4.8
S50,I034,C,855,1,0.0,4.8
S50,I034,C,855,1,0.0,4.8
S50,I034,C,855,1,0.0,4.8
S51,I034,C,1007,1,0.0,4.8
S51,I034,C,1007,1,0.0,4.8
S51,I034,C,1007,1,0.0,4.8
S51,I034,C,1007,1,0.0,4.8
S51,I034,C,1007,1,0.0,4.8
S53,I034,C,1772,1,0.0,4.8
S53,I034,C,1772,1,0.0,4.8
S53,I034,C,1772,1,0.0,4.8
S53,I034,C,1772,1,0.0,4.8
S53,I034,C,1772,1,0.0,4.8
S54,I034,C,730,1,0.0,4.8
S54,I034,C,730,1,0.0,4.8
S54,I034,C,730,1,0.0,4.8
S54,I034,C,730,1,0.0,4.8
S54,I034,C,730,1,0.0,4.8
S06,I034,D,1318,1,0.0,1.45
S06,I034,D,1318,1,0.0,1.45
S06,I034,D,1318,1,0.0,1.45
S06,I034,D,1318,1,0.0,1.45
S06,I034,D,1318,1,0.0,1.45
S08,I034,D,1405,1,0.0,1.45
S08,I034,D,1405,1,0.0,1.45
S08,I034,D,1405,1,0.0,1.45
S08,I034,D,1405,1,0.0,1.45
S08,I034,D,1405,1,0.0,1.45
S12,I034,D,1071,1,0.0,1.45
S12,I034,D,1071,1,0.0,1.45
S12,I034,D,1071,1,0.0,1.45
S12,I034,D,1071,1,0.0,1.45
S12,I034,D,1071,1,0.0,1.45
S17,I034,D,714,1,0.0,1.45
S17,I034,D,714,1,0.0,1.45
S17,I034,D,714,1,0.0,1.45
S17,I034,D,714,1,0.0,1.45
S17,I034,D,714,1,0.0,1.45
S18,I034,D,1468,1,0.0,1.45
S18,I034,D,1468,1,0.0,1.45
S18,I034,D,1468,1,0.0,1.45
S18,I034,D,1468,1,0.0,1.45
S18,I034,D,1468,1,0.0,1.45
S20,I034,D,1471,1,0.0,1.45
S20,I034,D,1471,1,0.0,1.45
S20,I034,D,1471,1,0.0,1.45
S20,I034,D,1471,1,0.0,1.45
S20,I034,D,1471,1,0.0,1.45
S23,I034,D,2679,1,0.0,1.45
S23,I034,D,2679,1,0.0,1.45
S23,I034,D,2679,1,0.0,1.45
S23,I034,D,2679,1,0.0,1.45
S23,I034,D,2679,1,0.0,1.45
S27,I034,D,610,1,0.0,1.45
S27,I034,D,610,1,0.0,1.45
S27,I034,D,610,1,0.0,1.45
S27,I034,D,610,1,0.0,1.45
S27,I034,D,610,1,0.0,1.45
S34,I034,D,5959,0,0.0,1.45
S34,I034,D,5959,0,0.0,1.45
S34,I034,D,5959,0,0.0,1.45
S34,I034,D,5959,0,0.0,1.45
S34,I034,D,5959,0,0.0,1.45
S37,I034,D,1158,1,0.0,1.45
S37,I034,D,1158,1,0.0,1.45
S37,I034,D,1158,1,0.0,1.45
S37,I034,D,1158,1,0.0,1.45
S37,I034,D,1158,1,0.0,1.45
S39,I034,D,1349,1,0.0,1.45
S39,I034,D,1349,1,0.0,1.45
S39,I034,D,1349,1,0.0,1.45
S39,I034,D,1349,1,0.0,1.45
S39,I034,D,1349,1,0.0,1.45
S48,I034,D,868,1,0.0,1.45
S48,I034,D,868,1,0.0,1.45
S48,I034,D,868,1,0.0,1.45
S48,I034,D,868,1,0.0,1.45
S48,I034,D,868,1,0.0,1.45
S06,I035,A,622,1,0.92,6.5
S06,I035,A,622,1,0.92,6.5
S06,I035,A,622,1,0.92,6.5
S06,I035,A,622,1,0.92,6.5
S06,I035,A,622,1,0.92,6.5
S08,I035,A,1113,1,0.92,6.5
S08,I035,A,1113,1,0.92,6.5
S08,I035,A,1113,1,0.92,6.5
S08,I035,A,1113,1,0.92,6.5
S08,I035,A,1113,1,0.92,6.5
S12,I035,A,691,1,0.92,6.5
S12,I035,A,691,1,0.92,6.5
S12,I035,A,691,1,0.92,6.5
S12,I035,A,691,1,0.92,6.5
S12,I035,A,691,1,0.92,6.5
S17,I035,A,753,1,0.92,6.5
S17,I035,A,753,1,0.92,6.5
S17,I035,A,753,1,0.92,6.5
S17,I035,A,753,1,0.92,6.5
S17,I035,A,753,1,0.92,6.5
S18,I035,A,1154,1,0.92,6.5
S18,I035,A,1154,1,0.92,6.5
S18,I035,A,1154,1,0.92,6.5
S18,I035,A,1154,1,0.92,6.5
S20,I035,A,1734,1,0.92,6.5
S20,I035,A,1734,1,0.92,6.5
S20,I035,A,1734,1,0.92,6.5
S20,I035,A,1734,1,0.92,6.5
S20,I035,A,1734,1,0.92,6.5
S23,I035,A,2183,1,0.92,6.5
S23,I035,A,2183,1,0.92,6.5
S23,I035,A,2183,1,0.92,6.5
S23,I035,A,2183,1,0.92,6.5
S23,I035,A,2183,1,0.92,6.5
S27,I035,A,464,1,0.92,6.5
S27,I035,A,464,1,0.92,6.5
S27,I035,A,464,1,0.92,6.5
S27,I035,A,464,1,0.92,6.5
S27,I035,A,464,1,0.92,6.5
S34,I035,A,618,1,0.92,6.5
S34,I035,A,618,1,0.92,6.5
S34,I035,A,618,1,0.92,6.5
S34,I035,A,618,1,0.92,6.5
S34,I035,A,618,1,0.92,6.5
S37,I035,A,942,1,0.92,6.5
S37,I035,A,942,1,0.92,6.5
S37,I035,A,942,1,0.92,6.5
S37,I035,A,942,1,0.92,6.5
S37,I035,A,942,1,0.92,6.5
S39,I035,A,4648,1,0.92,6.5
S39,I035,A,4648,1,0.92,6.5
S39,I035,A,4648,1,0.92,6.5
S39,I035,A,4648,1,0.92,6.5
S48,I035,A,573,1,0.92,6.5
S48,I035,A,573,1,0.92,6.5
S48,I035,A,573,1,0.92,6.5
S48,I035,A,573,1,0.92,6.5
S48,I035,A,573,1,0.92,6.5
S01,I035,B,589,1,0.75,2.05
S01,I035,B,589,1,0.75,2.05
S01,I035,B,589,1,0.75,2.05
S01,I035,B,589,1,0.75,2.05
S01,I035,B,589,1,0.75,2.05
S10,I035,B,659,1,0.75,2.05
S10,I035,B,659,1,0.75,2.05
S10,I035,B,659,1,0.75,2.05
S10,I035,B,659,1,0.75,2.05
S10,I035,B,659,1,0.75,2.05
S11,I035,B,587,0,0.75,2.05
S11,I035,B,587,0,0.75,2.05
S11,I035,B,587,0,0.75,2.05
S11,I035,B,587,0,0.75,2.05
S11,I035,B,587,0,0.75,2.05
S16,I035,B,1109,1,0.75,2.05
S16,I035,B,1109,1,0.75,2.05
S16,I035,B,1109,1,0.75,2.05
S16,I035,B,1109,1,0.75,2.05
S16,I035,B,1109,1,0.75,2.05
S22,I035,B,1062,1,0.75,2.05
S22,I035,B,1062,1,0.75,2.05
S22,I035,B,1062,1,0.75,2.05
S22,I035,B,1062,1,0.75,2.05
S22,I035,B,1062,1,0.75,2.05
S25,I035,B,1603,0,0.75,2.05
S25,I035,B,1603,0,0.75,2.05
S25,I035,B,1603,0,0.75,2.05
S25,I035,B,1603,0,0.75,2.05
S25,I035,B,1603,0,0.75,2.05
S29,I035,B,1023,0,0.75,2.05
S29,I035,B,1023,0,0.75,2.05
S29,I035,B,1023,0,0.75,2.05
S29,I035,B,1023,0,0.75,2.05
S29,I035,B,1023,0,0.75,2.05
S36,I035,B,1342,0,0.75,2.05
S36,I035,B,1342,0,0.75,2.05
S36,I035,B,1342,0,0.75,2.05
S36,I035,B,1342,0,0.75,2.05
S36,I035,B,1342,0,0.75,2.05
S38,I035,B,1165,1,0.75,2.05
S38,I035,B,1165,1,0.75,2.05
S38,I035,B,1165,1,0.75,2.05
S38,I035,B,1165,1,0.75,2.05
S38,I035,B,1165,1,0.75,2.05
S44,I035,B,2493,0,0.75,2.05
S44,I035,B,2493,0,0.75,2.05
S44,I035,B,2493,0,0.75,2.05
S44,I035,B,2493,0,0.75,2.05
S44,I035,B,2493,0,0.75,2.05
S45,I035,B,2259,1,0.75,2.05
S45,I035,B,2259,1,0.75,2.05
S45,I035,B,2259,1,0.75,2.05
S45,I035,B,2259,1,0.75,2.05
S45,I035,B,2259,1,0.75,2.05
S52,I035,B,2680,1,0.75,2.05
S52,I035,B,2680,1,0.75,2.05
S52,I035,B,2680,1,0.75,2.05
S52,I035,B,2680,1,0.75,2.05
S52,I035,B,2680,1,0.75,2.05
S05,I035,C,2233,1,0.0,6.5
S05,I035,C,2233,1,0.0,6.5
S05,I035,C,2233,1,0.0,6.5
S05,I035,C,2233,1,0.0,6.5
S05,I035,C,2233,1,0.0,6.5
S09,I035,C,2818,1,0.0,6.5
S09,I035,C,2818,1,0.0,6.5
S09,I035,C,2818,1,0.0,6.5
S09,I035,C,2818,1,0.0,6.5
S09,I035,C,2818,1,0.0,6.5
S14,I035,C,1469,1,0.0,6.5
S14,I035,C,1469,1,0.0,6.5
S14,I035,C,1469,1,0.0,6.5
S14,I035,C,1469,1,0.0,6.5
S14,I035,C,1469,1,0.0,6.5
S21,I035,C,975,1,0.0,6.5
S21,I035,C,975,1,0.0,6.5
S21,I035,C,975,1,0.0,6.5
S21,I035,C,975,1,0.0,6.5
S21,I035,C,975,1,0.0,6.5
S24,I035,C,677,1,0.0,6.5
S24,I035,C,677,1,0.0,6.5
S24,I035,C,677,1,0.0,6.5
S24,I035,C,677,1,0.0,6.5
S26,I035,C,810,1,0.0,6.5
S26,I035,C,810,1,0.0,6.5
S26,I035,C,810,1,0.0,6.5
S26,I035,C,810,1,0.0,6.5
S26,I035,C,810,1,0.0,6.5
S30,I035,C,1247,1,0.0,6.5
S30,I035,C,1247,1,0.0,6.5
S30,I035,C,1247,1,0.0,6.5
S30,I035,C,1247,1,0.0,6.5
S30,I035,C,1247,1,0.0,6.5
S32,I035,C,665,1,0.0,6.5
S32,I035,C,665,1,0.0,6.5
S32,I035,C,665,1,0.0,6.5
S32,I035,C,665,1,0.0,6.5
S32,I035,C,665,1,0.0,6.5
S41,I035,C,1318,1,0.0,6.5
S41,I035,C,1318,1,0.0,6.5
S41,I035,C,1318,1,0.0,6.5
S41,I035,C,1318,1,0.0,6.5
S41,I035,C,1318,1,0.0,6.5
S43,I035,C,707,1,0.0,6.5
S43,I035,C,707,1,0.0,6.5
S43,I035,C,707,1,0.0,6.5
S43,I035,C,707,1,0.0,6.5
S43,I035,C,707,1,0.0,6.5
S47,I035,C,504,1,0.0,6.5
S47,I035,C,504,1,0.0,6.5
S47,I035,C,504,1,0.0,6.5
S47,I035,C,504,1,0.0,6.5
S47,I035,C,504,1,0.0,6.5
S55,I035,C,1030,1,0.0,6.5
S55,I035,C,1030,1,0.0,6.5
S55,I035,C,1030,1,0.0,6.5
S55,I035,C,1030,1,0.0,6.5
S55,I035,C,1030,1,0.0,6.5
S02,I035,D,704,1,0.0,2.05
S02,I035,D,704,1,0.0,2.05
S02,I035,D,704,1,0.0,2.05
S02,I035,D,704,1,0.0,2.05
S02,I035,D,704,1,0.0,2.05
S03,I035,D,631,1,0.0,2.05
S03,I035,D,631,1,0.0,2.05
S03,I035,D,631,1,0.0,2.05
S03,I035,D,631,1,0.0,2.05
S03,I035,D,631,1,0.0,2.05
S04,I035,D,629,1,0.0,2.05
S04,I035,D,629,1,0.0,2.05
S04,I035,D,629,1,0.0,2.05
S04,I035,D,629,1,0.0,2.05
S04,I035,D,629,1,0.0,2.05
S13,I035,D,808,1,0.0,2.05
S13,I035,D,808,1,0.0,2.05
S13,I035,D,808,1,0.0,2.05
S13,I035,D,808,1,0.0,2.05
S13,I035,D,808,1,0.0,2.05
S28,I035,D,1604,0,0.0,2.05
S28,I035,D,1604,0,0.0,2.05
S28,I035,D,1604,0,0.0,2.05
S28,I035,D,1604,0,0.0,2.05
S28,I035,D,1604,0,0.0,2.05
S33,I035,D,1070,1,0.0,2.05
S33,I035,D,1070,1,0.0,2.05
S33,I035,D,1070,1,0.0,2.05
S33,I035,D,1070,1,0.0,2.05
S33,I035,D,1070,1,0.0,2.05
S35,I035,D,6593,1,0.0,2.05
S35,I035,D,6593,1,0.0,2.05
S35,I035,D,6593,1,0.0,2.05
S35,I035,D,6593,1,0.0,2.05
S35,I035,D,6593,1,0.0,2.05
S40,I035,D,1270,1,0.0,2.05
S40,I035,D,1270,1,0.0,2.05
S40,I035,D,1270,1,0.0,2.05
S40,I035,D,1270,1,0.0,2.05
S40,I035,D,1270,1,0.0,2.05
S50,I035,D,988,1,0.0,2.05
S50,I035,D,988,1,0.0,2.05
S50,I035,D,988,1,0.0,2.05
S50,I035,D,988,1,0.0,2.05
S50,I035,D,988,1,0.0,2.05
S51,I035,D,1376,1,0.0,2.05
S51,I035,D,1376,1,0.0,2.05
S51,I035,D,1376,1,0.0,2.05
S51,I035,D,1376,1,0.0,2.05
S51,I035,D,1376,1,0.0,2.05
S53,I035,D,998,1,0.0,2.05
S53,I035,D,998,1,0.0,2.05
S53,I035,D,998,1,0.0,2.05
S53,I035,D,998,1,0.0,2.05
S53,I035,D,998,1,0.0,2.05
S54,I035,D,3243,1,0.0,2.05
S54,I035,D,3243,1,0.0,2.05
S54,I035,D,3243,1,0.0,2.05
S54,I035,D,3243,1,0.0,2.05
S54,I035,D,3243,1,0.0,2.05
S02,I036,A,791,1,0.5,6.25
S02,I036,A,791,1,0.5,6.25
S02,I036,A,791,1,0.5,6.25
S02,I036,A,791,1,0.5,6.25
S02,I036,A,791,1,0.5,6.25
S03,I036,A,646,1,0.5,6.25
S03,I036,A,646,1,0.5,6.25
S03,I036,A,646,1,0.5,6.25
S03,I036,A,646,1,0.5,6.25
S03,I036,A,646,1,0.5,6.25
S04,I036,A,496,1,0.5,6.25
S04,I036,A,496,1,0.5,6.25
S04,I036,A,496,1,0.5,6.25
S04,I036,A,496,1,0.5,6.25
S04,I036,A,496,1,0.5,6.25
S13,I036,A,1478,0,0.5,6.25
S13,I036,A,1478,0,0.5,6.25
S13,I036,A,1478,0,0.5,6.25
S13,I036,A,1478,0,0.5,6.25
S13,I036,A,1478,0,0.5,6.25
S28,I036,A,3144,0,0.5,6.25
S28,I036,A,3144,0,0.5,6.25
S28,I036,A,3144,0,0.5,6.25
S28,I036,A,3144,0,0.5,6.25
S28,I036,A,3144,0,0.5,6.25
S33,I036,A,893,1,0.5,6.25
S33,I036,A,893,1,0.5,6.25
S33,I036,A,893,1,0.5,6.25
S33,I036,A,893,1,0.5,6.25
S33,I036,A,893,1,0.5,6.25
S40,I036,A,515,1,0.5,6.25
S40,I036,A,515,1,0.5,6.25
S40,I036,A,515,1,0.5,6.25
S40,I036,A,515,1,0.5,6.25
S40,I036,A,515,1,0.5,6.25
S50,I036,A,917,1,0.5,6.25
S50,I036,A,917,1,0.5,6.25
S50,I036,A,917,1,0.5,6.25
S50,I036,A,917,1,0.5,6.25
S50,I036,A,917,1,0.5,6.25
S51,I036,A,4077,1,0.5,6.25
S51,I036,A,4077,1,0.5,6.25
S51,I036,A,4077,1,0.5,6.25
